gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,ap,at,ceq,che,cogs,csho,dltt,ebit,ebitda,epspx,ibc,invt,ni,nits,oancf,rect,sale,xint,costat,prcc_f
004199,12/31/2023,2023,INDL,C,D,STD,ETN,EATON CORP PLC,USD,3366.0000,38432.0000,19036.0000,2609.0000,13883.0000,399.4000,8777.0000,3885.0000,4764.0000,8.0600,3223.0000,3739.0000,3218.0000,,3624.0000,4765.0000,23196.0000,151.0000,A,240.820000000000
004213,12/31/2021,2021,INDL,C,D,STD,ECL,ECOLAB INC,USD,1384.2000,21206.4000,7224.2000,359.9000,6678.8000,286.8840,8629.8000,1795.1000,2638.2000,3.9500,1144.0000,1491.8000,1129.9000,,2061.9000,2629.7000,12733.1000,197.5000,A,234.590000000000
004213,12/31/2022,2022,INDL,C,D,STD,ECL,ECOLAB INC,USD,1728.2000,21464.3000,7236.1000,598.6000,7822.4000,284.4500,8413.1000,1772.9000,2711.6000,3.8300,1108.9000,1792.8000,1091.7000,,1788.4000,2882.2000,14187.8000,252.1000,A,145.560000000000
004213,12/31/2023,2023,INDL,C,D,STD,ECL,ECOLAB INC,USD,1566.3000,21846.6000,8044.7000,919.5000,8208.8000,285.4490,7976.9000,2126.2000,3049.8000,4.8200,1393.0000,1497.2000,1372.3000,,2411.8000,3021.1000,15320.2000,348.9000,A,198.350000000000
004321,09/30/2022,2022,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,2028.0000,35672.0000,10364.0000,1804.0000,10700.0000,591.4000,8607.0000,3619.0000,4681.0000,5.4400,3230.0000,2191.0000,3231.0000,,2922.0000,3979.0000,19629.0000,228.0000,A,73.220000000000
004321,09/30/2023,2023,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,1275.0000,42746.0000,20689.0000,8051.0000,7164.0000,572.0000,8014.0000,2764.0000,3815.0000,3.7400,2127.0000,2006.0000,13219.0000,,637.0000,3412.0000,15165.0000,261.0000,A,96.570000000000
004321,09/30/2024,2024,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,1335.0000,44246.0000,21636.0000,3588.0000,7755.0000,570.2000,7666.0000,2906.0000,4595.0000,2.8300,1605.0000,2180.0000,1968.0000,,3332.0000,4007.0000,17492.0000,323.0000,A,109.370000000000
004423,12/31/2021,2021,INDL,C,D,STD,EFX,EQUIFAX INC,USD,211.6000,11040.9000,3584.4000,253.2000,1980.9000,122.1000,4470.1000,1146.6000,1627.0000,6.1100,748.5000,0.0000,744.2000,,1334.8000,745.7000,4923.9000,145.6000,A,292.790000000000
004423,12/31/2022,2022,INDL,C,D,STD,EFX,EQUIFAX INC,USD,250.8000,11547.9000,3956.5000,312.2000,2177.2000,122.5000,4820.1000,1056.0000,1616.1000,5.6900,700.2000,0.0000,696.2000,,757.1000,913.0000,5122.2000,183.0000,A,194.360000000000
004423,12/31/2023,2023,INDL,C,D,STD,EFX,EQUIFAX INC,USD,197.6000,12280.0000,4534.1000,251.3000,2335.1000,123.3000,4747.8000,988.0000,1598.8000,4.4400,551.7000,0.0000,545.3000,,1116.8000,949.1000,5265.2000,241.4000,A,247.290000000000
004430,12/31/2021,2021,INDL,C,D,STD,EQT,EQT CORP,USD,1339.2510,21607.3880,10029.5270,113.9630,2678.8730,376.3990,4554.8020,-1290.9120,385.7900,-3.5800,-1154.5130,,-1155.7590,,1662.4480,1438.0310,3064.6630,326.9030,A,21.810000000000
004430,12/31/2022,2022,INDL,C,D,STD,EQT,EQT CORP,USD,1574.6100,22669.9260,11172.4740,1458.6440,2842.2040,365.3630,5268.9330,2989.5230,4655.4850,4.7900,1780.9420,,1770.9650,,3465.5600,1608.0890,7497.6890,277.6550,A,33.830000000000
004430,12/31/2023,2023,INDL,C,D,STD,EQT,EQT CORP,USD,1272.5220,25285.0980,14773.2000,80.9770,2862.3700,419.8960,5514.8780,2314.4110,4046.5530,4.5600,1734.5440,,1735.2320,,3178.8500,823.6950,6908.9230,260.6600,A,38.660000000000
004462,12/31/2021,2021,INDL,C,D,STD,NEU,NEWMARKET CORP,USD,246.0970,2558.4360,762.1290,459.2220,1745.2470,10.3630,867.4880,257.7820,320.9380,17.7100,190.9080,498.5390,190.9080,,165.3360,391.7790,2356.1100,34.2180,A,342.720000000000
004462,12/31/2022,2022,INDL,C,D,STD,NEU,NEWMARKET CORP,USD,273.2890,2406.8180,762.4070,68.7120,2062.8790,9.7020,1073.1380,355.1390,416.5620,27.7700,279.5380,631.3830,279.5380,,108.6200,453.6920,2764.7990,35.2020,A,311.110000000000
004462,12/31/2023,2023,INDL,C,D,STD,NEU,NEWMARKET CORP,USD,231.1370,2308.8710,1077.0610,111.9360,1868.4000,9.5900,718.5240,483.0450,540.5510,40.4400,388.8640,456.2340,388.8640,,576.8230,432.3490,2698.4190,37.3590,A,545.830000000000
004503,12/31/2021,2021,INDL,C,D,STD,XOM,EXXON MOBIL CORP,USD,35508.0000,338923.0000,168577.0000,6802.0000,222638.0000,4239.0000,47382.0000,24077.0000,43484.0000,5.3900,23598.0000,18780.0000,23040.0000,,48129.0000,32383.0000,276692.0000,1602.0000,A,61.190000000000
004503,12/31/2022,2022,INDL,C,D,STD,XOM,EXXON MOBIL CORP,USD,47754.0000,369067.0000,195049.0000,29665.0000,301387.0000,4082.0000,44752.0000,68628.0000,86168.0000,13.2600,57577.0000,24435.0000,55740.0000,,76797.0000,41749.0000,398675.0000,1636.0000,A,110.300000000000
004503,12/31/2023,2023,INDL,C,D,STD,XOM,EXXON MOBIL CORP,USD,43134.0000,376317.0000,204802.0000,31568.0000,259625.0000,3971.0000,41997.0000,44461.0000,64402.0000,8.8900,37354.0000,25120.0000,36010.0000,,55369.0000,38015.0000,334697.0000,2001.0000,A,99.980000000000
004517,12/31/2021,2021,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,6935.0000,140912.0000,37202.0000,1316.0000,10204.0000,1963.0000,50960.0000,2941.0000,6865.0000,1.8200,2827.0000,1561.0000,3573.0000,,7553.0000,4108.0000,17069.0000,1270.0000,A,93.360000000000
004517,12/31/2022,2022,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,8312.0000,158935.0000,39229.0000,3441.0000,12372.0000,1987.0000,55256.0000,4081.0000,8584.0000,2.1000,3246.0000,1934.0000,4147.0000,,8262.0000,5093.0000,20956.0000,585.0000,A,83.600000000000
004517,12/31/2023,2023,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,8504.0000,177489.0000,47468.0000,3420.0000,11998.0000,2052.0000,61405.0000,10237.0000,16116.0000,3.6100,6282.0000,2106.0000,7310.0000,,11301.0000,4553.0000,28114.0000,3324.0000,A,60.740000000000
004598,05/31/2022,2021,INDL,C,D,STD,FDX,FEDEX CORP,USD,4030.0000,85994.0000,24939.0000,6897.0000,69375.0000,259.5140,34669.0000,6865.0000,10835.0000,14.5400,3826.0000,637.0000,3826.0000,,9832.0000,12724.0000,93512.0000,751.0000,A,224.580000000000
004598,05/31/2023,2022,INDL,C,D,STD,FDX,FEDEX CORP,USD,3848.0000,87143.0000,26088.0000,6856.0000,66813.0000,252.2370,35816.0000,5373.0000,9549.0000,15.6000,3972.0000,604.0000,3972.0000,,8848.0000,10874.0000,90155.0000,771.0000,A,217.980000000000
004598,05/31/2024,2023,INDL,C,D,STD,FDX,FEDEX CORP,USD,3189.0000,87007.0000,27582.0000,6501.0000,64454.0000,245.5240,35188.0000,6241.0000,10528.0000,17.4100,4331.0000,614.0000,4331.0000,,8312.0000,10759.0000,87693.0000,826.0000,A,253.960000000000
004723,12/31/2021,2021,FS,C,D,STD,USB,US BANCORP,USD,,573284.0000,48547.0000,,,,26150.0000,,,,,,,,,,,993.0000,A,56.170000000000
004723,12/31/2021,2021,INDL,C,D,STD,USB,US BANCORP,USD,456083.0000,573284.0000,48547.0000,29264.0000,-180.0000,1483.5020,26150.0000,13621.0000,14118.0000,5.1100,7985.0000,7797.0000,7963.0000,,9870.0000,306304.0000,23714.0000,,A,56.170000000000
004723,12/31/2022,2022,FS,C,D,STD,USB,US BANCORP,USD,,674805.0000,43958.0000,,,,35576.0000,,,,,,,,,,,3217.0000,A,43.610000000000
004723,12/31/2022,2022,INDL,C,D,STD,USB,US BANCORP,USD,524976.0000,674805.0000,43958.0000,53898.0000,5194.0000,1530.9780,35576.0000,11394.0000,11954.0000,3.6900,5838.0000,2223.0000,5825.0000,,21119.0000,381277.0000,27401.0000,,A,43.610000000000
004723,12/31/2023,2023,FS,C,D,STD,USB,US BANCORP,USD,,663491.0000,48498.0000,,,,40748.0000,,,,,,,,,,,12611.0000,A,43.280000000000
004723,12/31/2023,2023,INDL,C,D,STD,USB,US BANCORP,USD,512312.0000,663491.0000,48498.0000,63735.0000,14886.0000,1557.9930,40748.0000,13178.0000,14196.0000,3.2700,5458.0000,2227.0000,5429.0000,,8447.0000,366456.0000,40764.0000,,A,43.280000000000
004737,12/31/2021,2021,FS,C,D,STD,FHN,FIRST HORIZON CORP,USD,,89092.0000,7679.0000,,,,1976.0000,,,,,,,,,,,164.0000,A,16.330000000000
004737,12/31/2021,2021,INDL,C,D,STD,FHN,FIRST HORIZON CORP,USD,74895.0000,89092.0000,7679.0000,16695.0000,-146.0000,533.5770,1976.0000,1946.0000,2063.0000,1.7600,1010.0000,1188.0000,999.0000,,741.0000,54189.0000,3255.0000,,A,16.330000000000
004737,12/31/2022,2022,FS,C,D,STD,FHN,FIRST HORIZON CORP,USD,,78953.0000,7238.0000,,,,1968.0000,,,,,,,,,,,291.0000,A,24.500000000000
004737,12/31/2022,2022,INDL,C,D,STD,FHN,FIRST HORIZON CORP,USD,63489.0000,78953.0000,7238.0000,2927.0000,386.0000,537.1010,1968.0000,1694.0000,1804.0000,1.6200,912.0000,591.0000,900.0000,,2311.0000,57417.0000,3464.0000,,A,24.500000000000
004737,12/31/2023,2023,FS,C,D,STD,FHN,FIRST HORIZON CORP,USD,,81661.0000,8476.0000,,,,1495.0000,,,,,,,,,,,1560.0000,A,14.160000000000
004737,12/31/2023,2023,INDL,C,D,STD,FHN,FIRST HORIZON CORP,USD,65780.0000,81661.0000,8476.0000,3059.0000,1820.0000,558.8390,1495.0000,1659.0000,1761.0000,1.5800,916.0000,502.0000,897.0000,,1299.0000,60519.0000,4795.0000,,A,14.160000000000
004818,12/31/2021,2021,INDL,C,D,STD,FLR,FLUOR CORP,USD,1098.5500,7279.5630,1392.4470,2336.6040,11954.3450,141.4350,1254.9680,222.2440,291.1830,-1.4600,-144.1940,223.0000,-440.1700,,25.3320,1609.9130,12434.8790,64.9750,A,24.770000000000
004818,12/31/2022,2022,INDL,C,D,STD,FLR,FLUOR CORP,USD,1017.0000,6827.0000,1786.0000,2624.0000,13316.0000,142.3220,1081.0000,168.0000,241.0000,0.7500,73.0000,177.0000,145.0000,,31.0000,1847.0000,13744.0000,59.0000,A,34.660000000000
004818,12/31/2023,2023,INDL,C,D,STD,FLR,FLUOR CORP,USD,1214.0000,6973.0000,1940.0000,2588.0000,14923.0000,170.4060,1258.0000,255.0000,329.0000,0.5500,79.0000,137.0000,139.0000,,212.0000,1991.0000,15474.0000,60.0000,A,39.170000000000
004839,12/31/2021,2021,INDL,C,D,STD,F,FORD MOTOR CO,USD,22349.0000,257035.0000,48519.0000,49593.0000,108999.0000,4004.2480,89448.0000,7313.0000,14631.0000,4.4900,17910.0000,12065.0000,17937.0000,,15787.0000,44038.0000,136341.0000,4593.0000,A,20.770000000000
004839,12/31/2022,2022,INDL,C,D,STD,F,FORD MOTOR CO,USD,25605.0000,255884.0000,43242.0000,44070.0000,129004.0000,3986.1820,89906.0000,9642.0000,17284.0000,-0.4900,-2152.0000,14080.0000,-1981.0000,,6853.0000,54636.0000,158057.0000,4593.0000,A,11.630000000000
004839,12/31/2023,2023,INDL,C,D,STD,F,FORD MOTOR CO,USD,25992.0000,273310.0000,42773.0000,40171.0000,145214.0000,3973.6330,100957.0000,11769.0000,19459.0000,1.0900,4329.0000,15651.0000,4347.0000,,14918.0000,62320.0000,176191.0000,7613.0000,A,12.190000000000
004941,12/31/2021,2021,INDL,C,D,STD,GATX,GATX CORP,USD,215.8000,9541.7000,2019.2000,344.5000,397.8000,35.4220,5810.0000,296.9000,661.3000,4.0400,143.1000,52.0000,143.1000,,507.2000,163.8000,1257.4000,204.7000,A,104.190000000000
004941,12/31/2022,2022,INDL,C,D,STD,GATX,GATX CORP,USD,202.2000,10072.0000,2029.6000,452.5000,380.3000,35.2680,6189.4000,340.2000,697.7000,4.4100,155.9000,60.2000,155.9000,,533.5000,162.0000,1273.0000,220.4000,A,106.340000000000
004941,12/31/2023,2023,INDL,C,D,STD,GATX,GATX CORP,USD,239.6000,11326.0000,2273.0000,450.8000,433.9000,35.4650,7088.7000,388.0000,764.3000,7.1300,259.2000,74.0000,259.2000,,520.4000,218.4000,1410.9000,278.6000,A,120.220000000000
004973,12/31/2021,2021,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,13845.6000,33345.0000,8508.4000,4466.3000,6189.1000,208.4540,6119.5000,1454.0000,2020.3000,4.4700,955.0000,0.0000,906.8000,,1704.1000,12902.7000,8209.4000,226.1000,A,169.670000000000
004973,12/31/2022,2022,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,18698.2000,38907.8000,9143.6000,4964.2000,6036.9000,211.9140,5863.2000,1914.1000,2513.7000,5.3000,1116.0000,0.0000,1114.2000,,2125.4000,17528.7000,8550.6000,256.9000,A,188.540000000000
004973,12/31/2023,2023,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,,51615.8000,10775.3000,971.5000,7143.6000,216.6860,7358.2000,2235.3000,2928.3000,4.5100,966.0000,0.0000,969.5000,,2031.7000,3786.6000,10071.9000,296.7000,A,224.880000000000
004990,01/31/2022,2021,INDL,C,D,STD,GAP,GAP INC,USD,1951.0000,12761.0000,2722.0000,877.0000,9529.0000,371.0000,5517.0000,869.0000,1373.0000,0.6800,256.0000,3018.0000,256.0000,,809.0000,399.0000,16670.0000,174.0000,A,18.070000000000
004990,01/31/2023,2022,INDL,C,D,STD,GAP,GAP INC,USD,1320.0000,11386.0000,2233.0000,1247.0000,9664.0000,366.0000,5353.0000,-64.0000,476.0000,-0.5500,-202.0000,2389.0000,-202.0000,,607.0000,340.0000,15616.0000,95.0000,A,13.570000000000
004990,01/31/2024,2023,INDL,C,D,STD,GAP,GAP INC,USD,1349.0000,11044.0000,2595.0000,1873.0000,8588.0000,372.0000,4841.0000,606.0000,1128.0000,1.3600,502.0000,1995.0000,502.0000,,1532.0000,289.0000,14889.0000,95.0000,A,18.690000000000
005046,12/31/2021,2021,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,3167.0000,50073.0000,17641.0000,1603.0000,31171.0000,277.6210,11833.0000,4163.0000,5053.0000,11.6100,3257.0000,5340.0000,3257.0000,,4251.0000,11539.0000,38469.0000,431.0000,A,208.470000000000
005046,12/31/2022,2022,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,3398.0000,51585.0000,18568.0000,1242.0000,31901.0000,274.4110,10573.0000,4211.0000,5095.0000,12.3100,3390.0000,6322.0000,3390.0000,,4599.0000,11803.0000,39407.0000,391.0000,A,248.110000000000
005046,12/31/2023,2023,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,3095.0000,54810.0000,21299.0000,1913.0000,34737.0000,273.6000,10251.0000,4245.0000,5108.0000,12.1400,3315.0000,8578.0000,3315.0000,,4706.0000,11001.0000,42272.0000,399.0000,A,259.670000000000
005047,12/31/2021,2021,INDL,C,D,STD,GE,GE AEROSPACE,USD,16243.0000,198874.0000,40304.0000,28067.0000,52777.0000,1099.0270,33672.0000,4570.0000,7579.0000,-3.2500,-3396.0000,15847.0000,-6519.0000,,3332.0000,20501.0000,74196.0000,1879.0000,A,94.470000000000
005047,12/31/2022,2022,INDL,C,D,STD,GE,GE AEROSPACE,USD,12479.0000,187788.0000,36360.0000,24871.0000,54474.0000,1089.1080,30986.0000,4542.0000,7322.0000,0.5300,936.0000,17403.0000,225.0000,,5916.0000,21064.0000,76555.0000,1611.0000,A,83.790000000000
005047,12/31/2023,2023,INDL,C,D,STD,GE,GE AEROSPACE,USD,10678.0000,163045.0000,27378.0000,22673.0000,51043.0000,1088.4160,21684.0000,4279.0000,6358.0000,8.0600,9029.0000,16528.0000,9481.0000,,5179.0000,16966.0000,67954.0000,1118.0000,A,127.630000000000
005071,05/31/2022,2021,INDL,C,D,STD,GIS,GENERAL MILLS INC,USD,3982.3000,31090.1000,10542.4000,819.2000,12016.1000,598.9000,9383.1000,3331.7000,3902.0000,4.4600,2735.0000,1867.3000,2707.3000,,3316.1000,1961.0000,18992.8000,387.2000,A,69.850000000000
005071,05/31/2023,2022,INDL,C,D,STD,GIS,GENERAL MILLS INC,USD,4194.2000,31451.7000,10449.6000,702.7000,12971.6000,586.6000,10222.1000,3079.0000,3625.6000,4.3600,2609.6000,2172.0000,2593.9000,,2778.6000,2014.0000,20094.2000,400.5000,A,84.160000000000
005071,05/31/2024,2023,INDL,C,D,STD,GIS,GENERAL MILLS INC,USD,3987.8000,31469.9000,9396.7000,418.0000,12352.6000,559.1000,11587.0000,3623.4000,4176.1000,4.3400,2518.6000,1898.2000,2496.6000,,3302.6000,1938.6000,19857.2000,509.4000,A,68.750000000000
005072,12/31/2021,2021,FS,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,584.0000,182114.0000,14726.0000,,,,11335.0000,,,,,0.0000,,,,,,1914.0000,A,47.610000000000
005072,12/31/2021,2021,INDL,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,142142.0000,182114.0000,14726.0000,6040.0000,5223.0000,337.9410,11335.0000,4728.0000,5471.0000,8.3000,3065.0000,549.0000,3060.0000,,4042.0000,119929.0000,10694.0000,869.0000,A,47.610000000000
005072,12/31/2022,2022,FS,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,435.0000,191826.0000,10535.0000,,,,13481.0000,,,,,0.0000,,,,,,2857.0000,A,24.450000000000
005072,12/31/2022,2022,INDL,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,152732.0000,191826.0000,10535.0000,6347.0000,7800.0000,299.3240,13481.0000,3187.0000,4297.0000,5.0700,1715.0000,654.0000,1714.0000,,6247.0000,133199.0000,12097.0000,870.0000,A,24.450000000000
005072,12/31/2023,2023,FS,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,509.0000,196392.0000,11442.0000,,,,13343.0000,,,,,0.0000,,,,,,6897.0000,A,34.920000000000
005072,12/31/2023,2023,INDL,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,155175.0000,196392.0000,11442.0000,7889.0000,12379.0000,302.4590,13343.0000,2507.0000,3588.0000,3.0000,1022.0000,400.0000,1020.0000,,4663.0000,137234.0000,15967.0000,1078.0000,A,34.920000000000
005073,12/31/2021,2021,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,20391.0000,244718.0000,59744.0000,31611.0000,94078.0000,1500.0000,76671.0000,12582.0000,24629.0000,6.7800,9945.0000,12988.0000,10019.0000,,15188.0000,34043.0000,127004.0000,3496.0000,A,58.630000000000
005073,12/31/2022,2022,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,27486.0000,264037.0000,67792.0000,33659.0000,120879.0000,1400.0000,76889.0000,14764.0000,26000.0000,6.1700,9708.0000,15366.0000,9934.0000,,16043.0000,46957.0000,156735.0000,3868.0000,A,33.640000000000
005073,12/31/2023,2023,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,28114.0000,273064.0000,64286.0000,29069.0000,135221.0000,1200.0000,83679.0000,15848.0000,27581.0000,7.3500,9840.0000,16461.0000,10127.0000,,20930.0000,51454.0000,171842.0000,5596.0000,A,35.920000000000
005116,12/31/2021,2021,INDL,C,D,STD,GNTX,GENTEX CORP,USD,98.3420,2131.3910,1937.9880,267.7360,1012.3500,236.4410,,410.1570,509.2690,1.5100,360.7970,316.2670,360.7970,,362.1680,249.7950,1731.1700,0.0000,A,34.850000000000
005116,12/31/2022,2022,INDL,C,D,STD,GNTX,GENTEX CORP,USD,151.7400,2327.2300,2065.7930,241.7620,1212.5760,234.1690,,370.0060,466.5740,1.3600,318.7570,404.3600,318.7570,,338.2010,276.4940,1918.9580,0.0000,A,27.270000000000
005116,12/31/2023,2023,INDL,C,D,STD,GNTX,GENTEX CORP,USD,184.3980,2611.4380,2312.5170,240.7910,1443.2640,231.4550,,490.7310,584.0520,1.8400,428.4030,402.4730,428.4030,,537.2490,321.8100,2294.2150,0.0000,A,32.660000000000
005256,12/31/2021,2021,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,816.0000,6592.0000,1874.0000,241.0000,8179.0000,51.2200,2696.0000,1547.0000,1733.0000,19.9400,1114.0000,1870.0000,1043.0000,,937.0000,1754.0000,13022.0000,88.0000,A,518.240000000000
005256,12/31/2022,2022,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,1047.0000,7588.0000,2440.0000,325.0000,9240.0000,50.2560,2602.0000,2194.0000,2394.0000,30.2200,1613.0000,2253.0000,1547.0000,,1333.0000,2133.0000,15228.0000,93.0000,A,556.250000000000
005256,12/31/2023,2023,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,954.0000,8147.0000,3115.0000,660.0000,9836.0000,49.3170,2647.0000,2591.0000,2801.0000,36.3900,1903.0000,2266.0000,1829.0000,,2031.0000,2192.0000,16478.0000,93.0000,A,828.690000000000
005492,12/31/2021,2021,INDL,C,D,STD,LHX,L3HARRIS TECHNOLOGIES INC,USD,1767.0000,34709.0000,19213.0000,941.0000,11468.0000,193.5110,7816.0000,2277.0000,3247.0000,9.1700,1843.0000,982.0000,1846.0000,,2687.0000,4164.0000,17814.0000,265.0000,A,213.240000000000
005492,12/31/2022,2022,INDL,C,D,STD,LHX,L3HARRIS TECHNOLOGIES INC,USD,1945.0000,33524.0000,18523.0000,880.0000,11720.0000,190.6110,6966.0000,2114.0000,3061.0000,5.5400,1061.0000,1291.0000,1062.0000,,2158.0000,4278.0000,17062.0000,279.0000,A,208.210000000000
005492,12/31/2023,2023,INDL,C,D,STD,LHX,L3HARRIS TECHNOLOGIES INC,USD,2106.0000,41687.0000,18765.0000,560.0000,13795.0000,189.8090,11865.0000,2170.0000,3338.0000,6.4700,1198.0000,1472.0000,1227.0000,,2096.0000,4426.0000,19419.0000,543.0000,A,210.620000000000
005543,12/31/2021,2021,FS,C,D,STD,WELL,WELLTOWER INC,USD,174.7990,34910.3250,17636.0010,,,,13769.0790,,,,,0.0000,,,,,,509.2050,A,85.770000000000
005543,12/31/2021,2021,INDL,C,D,STD,WELL,WELLTOWER INC,USD,174.7990,34910.3250,17636.0010,346.7550,3909.3990,447.2390,13769.0790,683.0560,,0.7900,374.4790,0.0000,336.1380,,1275.3250,,4719.1820,509.2050,A,85.770000000000
005543,12/31/2022,2022,FS,C,D,STD,WELL,WELLTOWER INC,USD,216.7320,37893.2330,20294.8140,,,,14336.2400,,,,,0.0000,,,,,,560.0100,A,65.550000000000
005543,12/31/2022,2022,INDL,C,D,STD,WELL,WELLTOWER INC,USD,216.7320,37893.2330,20294.8140,722.2920,4902.4680,490.5090,14336.2400,786.4670,,0.3100,160.5680,0.0000,141.2140,,1328.7080,,5839.3250,560.0100,A,65.550000000000
005543,12/31/2023,2023,FS,C,D,STD,WELL,WELLTOWER INC,USD,173.2150,44012.1660,25404.3760,,,,14368.5210,,,,,0.0000,,,,,,658.5450,A,90.170000000000
005543,12/31/2023,2023,INDL,C,D,STD,WELL,WELLTOWER INC,USD,173.2150,44012.1660,25404.3760,2076.0830,5416.0030,564.2410,14368.5210,989.4590,,0.6600,358.1390,0.0000,340.0940,,1601.8610,,6584.5530,658.5450,A,90.170000000000
005568,12/31/2021,2021,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,4753.0000,93394.0000,49298.0000,3445.0000,16437.0000,1224.0000,21545.0000,5246.0000,6156.0000,0.8300,1024.0000,2729.0000,1012.0000,,5364.0000,1957.0000,26042.0000,1123.0000,A,35.900000000000
005568,12/31/2022,2022,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,4848.0000,90513.0000,48678.0000,1040.0000,17317.0000,1225.0000,19818.0000,4926.0000,5859.0000,1.9300,2368.0000,3651.0000,2363.0000,,2469.0000,2120.0000,26485.0000,959.0000,A,40.710000000000
005568,12/31/2023,2023,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,4627.0000,90339.0000,49526.0000,1403.0000,16696.0000,1218.0000,19895.0000,5296.0000,6257.0000,2.3300,2846.0000,3614.0000,2855.0000,,3976.0000,2112.0000,26640.0000,912.0000,A,36.980000000000
005597,12/31/2021,2021,INDL,C,D,STD,HSY,HERSHEY CO,USD,692.3380,10412.2310,2757.2290,329.2660,4632.0790,206.1090,4397.5260,2091.3080,2374.0700,7.1500,1482.8190,988.5110,1477.5120,,2094.3180,671.4640,8971.3370,139.1560,A,193.470000000000
005597,12/31/2022,2022,INDL,C,D,STD,HSY,HERSHEY CO,USD,970.5580,10948.8200,3299.5440,463.8890,5583.1930,204.9650,3638.8260,2327.2540,2660.5260,8.0000,1644.8170,1173.1190,1644.8170,,2327.8370,711.2030,10419.2940,148.2260,A,231.570000000000
005597,12/31/2023,2023,INDL,C,D,STD,HSY,HERSHEY CO,USD,779.7970,11902.9410,4099.0860,401.9020,5813.9760,204.3930,4066.2210,2640.1600,2994.5350,9.0900,1861.7870,1340.9960,1861.7870,,2323.1900,823.6170,11164.9920,176.0660,A,186.440000000000
005643,12/31/2021,2021,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,274.0000,15441.0000,-821.0000,1512.0000,4133.0000,279.0910,9582.0000,1017.0000,1205.0000,1.4700,407.0000,0.0000,410.0000,,109.0000,1068.0000,5788.0000,397.0000,A,155.990000000000
005643,12/31/2022,2022,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,368.0000,15512.0000,-1102.0000,1286.0000,6075.0000,267.8600,9540.0000,2094.0000,2256.0000,4.5600,1257.0000,0.0000,1255.0000,,1681.0000,1327.0000,8773.0000,415.0000,A,126.360000000000
005643,12/31/2023,2023,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,457.0000,15401.0000,-2360.0000,875.0000,7305.0000,253.4880,9965.0000,2263.0000,2410.0000,4.3600,1151.0000,0.0000,1141.0000,,1946.0000,1487.0000,10235.0000,464.0000,A,182.090000000000
005667,12/31/2021,2021,INDL,C,D,STD,DINO,HF SINCLAIR CORP,USD,1613.4840,12916.6130,5687.8850,234.4440,16746.6610,163.0010,3438.0400,805.5750,1309.1140,3.3900,663.2540,2122.1280,558.3240,,406.6820,1339.2700,18389.1420,140.3750,A,32.780000000000
005667,12/31/2022,2022,INDL,C,D,STD,DINO,HF SINCLAIR CORP,USD,2334.1070,18125.4830,9243.8150,1665.0660,33065.6290,197.0800,3253.0890,4108.8340,4765.6210,14.2800,3041.1740,3214.5280,2922.6680,,3777.1590,1756.7120,38204.8390,181.8280,A,51.890000000000
005667,12/31/2023,2023,INDL,C,D,STD,DINO,HF SINCLAIR CORP,USD,2205.7590,17716.2650,10169.0900,1353.7470,28493.0160,199.9960,3063.4220,2239.1210,3009.6940,8.2900,1710.8950,2921.8310,1589.6660,,2297.2350,1781.6470,31964.3950,195.0960,A,55.570000000000
005680,01/31/2022,2021,INDL,C,D,STD,HD,HOME DEPOT INC,USD,13462.0000,71876.0000,-1696.0000,2343.0000,100061.0000,1035.0000,41957.0000,23302.0000,25952.0000,15.5900,16433.0000,22068.0000,16433.0000,,16571.0000,3426.0000,151157.0000,1347.0000,A,366.980000000000
